year	month	day	symbol	nav	kinni	enne55_jatkab	katkestab_3ei	katkestab_3jah	parast55_jatkab_3ei	parast55_jatkab_3jah
2004	10	1	SWK25	0.72795	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	2	SWK25	0.72668	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	3	SWK25	0.72668	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	4	SWK25	0.72987	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	5	SWK25	0.73051	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	6	SWK25	0.73179	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	7	SWK25	0.73115	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	8	SWK25	0.73179	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	9	SWK25	0.73115	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	10	SWK25	0.73115	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	11	SWK25	0.73243	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	12	SWK25	0.73179	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	13	SWK25	0.73051	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	14	SWK25	0.73051	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	15	SWK25	0.72987	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	16	SWK25	0.73051	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	17	SWK25	0.73051	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	18	SWK25	0.73115	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	19	SWK25	0.73115	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	20	SWK25	0.73115	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	21	SWK25	0.73179	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	22	SWK25	0.73115	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	23	SWK25	0.73179	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	24	SWK25	0.73179	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	25	SWK25	0.73179	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	26	SWK25	0.73243	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	27	SWK25	0.73371	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	28	SWK25	0.73371	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	29	SWK25	0.73435	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	30	SWK25	0.73371	1.5	0.06	0.06	0.06	0.06	0.06
2004	10	31	SWK25	0.73371	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	1	SWK25	0.73498	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	2	SWK25	0.73562	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	3	SWK25	0.73626	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	4	SWK25	0.73818	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	5	SWK25	0.73818	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	6	SWK25	0.73818	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	7	SWK25	0.73818	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	8	SWK25	0.73754	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	9	SWK25	0.73946	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	10	SWK25	0.73946	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	11	SWK25	0.74138	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	12	SWK25	0.74329	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	13	SWK25	0.74138	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	14	SWK25	0.74138	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	15	SWK25	0.74393	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	16	SWK25	0.74329	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	17	SWK25	0.74457	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	18	SWK25	0.74393	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	19	SWK25	0.74393	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	20	SWK25	0.74393	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	21	SWK25	0.74393	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	22	SWK25	0.74457	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	23	SWK25	0.74521	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	24	SWK25	0.74649	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	25	SWK25	0.74713	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	26	SWK25	0.74777	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	27	SWK25	0.74713	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	28	SWK25	0.74713	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	29	SWK25	0.74713	1.5	0.06	0.06	0.06	0.06	0.06
2004	11	30	SWK25	0.74713	1.5	0.06	0.06	0.06	0.06	0.06
2004	12	1	SWK25	0.74905	1.5	0.06	0.06	0.06	0.06	0.06
2004	12	2	SWK25	0.74841	1.5	0.06	0.06	0.06	0.06	0.06
2004	12	3	SWK25	0.74905	1.5	0.06	0.06	0.06	0.06	0.06
2004	12	4	SWK25	0.74841	1.5	0.06	0.06	0.06	0.06	0.06
2004	12	5	SWK25	0.74841	1.5	0.06	0.06	0.06	0.06	0.06
2004	12	6	SWK25	0.74968	1.5	0.06	0.06	0.06	0.06	0.06
2004	12	7	SWK25	0.75032	1.5	0.06	0.06	0.06	0.06	0.06
2004	12	8	SWK25	0.74968	1.5	0.06	0.06	0.06	0.06	0.06
2004	12	9	SWK25	0.74905	1.5	0.06	0.06	0.06	0.06	0.06
2004	12	10	SWK25	0.74905	1.5	0.06	0.06	0.06	0.06	0.06
2004	12	11	SWK25	0.74905	1.5	0.06	0.06	0.06	0.06	0.06
